timestamp,precip_ult_30min,tendencia_precip,humedad_relativa,temperatura,viento_velocidad,mes,hora,tormenta,prob_tormenta,alerta,lead_time
2024-08-07 00:00:00,3.9978935884760913,0.2024386582010094,74.62878885253636,28.286216472712866,5.256210111329402,8.0,0.0,0.0,0.21,0.0,
2024-08-07 00:20:00,15.038720903112502,1.7585245985995646,77.71162787035338,19.958156310025444,3.0521971771756844,8.0,0.0,1.0,0.93,1.0,
2024-08-07 00:40:00,6.149129645528692,-1.2839824582755253,67.24709013423438,30.240946413291383,3.982256777852889,8.0,0.0,0.0,0.29,0.0,
2024-08-07 01:00:00,1.6043929734480953,1.699305140660837,93.8078326044839,29.29245469611865,9.934617432882908,8.0,1.0,0.0,0.18,0.0,
2024-08-07 01:20:00,4.259278297255205,-0.4793614666779717,95.00423594442093,24.030233372811917,1.524083194261263,8.0,1.0,0.0,0.33,1.0,
2024-08-07 01:40:00,1.9115947750602984,2.595037380637954,85.61592900265549,21.40570073578211,3.641601984410805,8.0,1.0,1.0,0.28,0.0,
2024-08-07 02:00:00,0.7960882092708439,-0.3191912962234574,75.8283295391875,30.689613218587212,4.059419585682341,8.0,2.0,1.0,0.17,0.0,
2024-08-07 02:20:00,0.8273761542469646,-0.0688630686433957,100.28582596865432,28.818962223563005,11.648525586490102,8.0,2.0,0.0,0.3,1.0,
2024-08-07 02:40:00,1.5191173837951977,-2.528654462143894,85.5529543533064,36.96057302578434,10.964844375669465,8.0,2.0,1.0,0.2,0.0,
2024-08-07 03:00:00,0.3545478592295087,1.4231726158258746,90.29587893574713,25.977001130697023,9.20967632656627,8.0,3.0,1.0,0.32,1.0,
2024-08-07 03:20:00,0.5871917981569457,-0.4241198030627153,62.42899888716186,33.757158591150066,9.979436652816863,8.0,3.0,0.0,0.57,1.0,
2024-08-07 03:40:00,2.0830958687814243,-0.6892642348733427,61.49377795664312,25.61067875144677,1.8379038079374288,8.0,3.0,0.0,0.36,1.0,
2024-08-07 04:00:00,9.232290078695131,0.9746704078223936,86.71762446953801,24.26467842784124,8.22339347475201,8.0,4.0,1.0,0.22,0.0,
